make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Mercedes-Benz,SL550,2012,2WD,8,391,Gas,Tan,Red,382,52203,22,14,Georgia,Automatic,Compact,"Convertibles,Luxury Vehicles,Sports Cars",38998.0,2D Convertible
Ford,F150,2017,4WD,6,510,Turbo Gas,Black,Gray,450,45712,18,15,Illinois,Automatic,Full-size,Pickup Trucks,60998.0,4D Crew Cab
Cadillac,XT6,2020,2WD,6,271,Gas,Black,Black,310,45627,25,18,Illinois,Automatic,,"Luxury Vehicles,Sport Utilities",47998.0,4D Sport Utility
Toyota,Camry,2015,2WD,4,170,Gas,Black,White,178,54282,35,25,Georgia,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Nissan,Altima,2018,2WD,4,177,Gas,Black,White,179,16587,37,26,Georgia,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Toyota,RAV4,2017,2WD,4,172,Gas,Black,Blue,176,30657,30,23,Florida,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Chevrolet,Silverado 1500,2016,4WD,8,,Hybrid,Black,Silver,,62025,22,17,Georgia,Automatic,Full-size,Pickup Trucks,31998.0,4D Crew Cab
Nissan,Versa Note,2018,2WD,4,107,Gas,Black,Red,109,55325,39,31,Georgia,Automatic,Compact,Sedans,15998.0,4D Hatchback
Kia,Stinger,2020,4WD,6,376,Turbo Gas,Red,White,365,17135,25,17,Georgia,Automatic,,Sedans,45998.0,4D Hatchback
Volkswagen,Passat,2018,2WD,4,184,Turbo Gas,Gray,Blue,174,1052,36,25,Georgia,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Ford,F150,2014,4WD,6,420,Turbo Gas,Black,Gray,365,99360,19,14,Tennessee,Automatic,Full-size,Pickup Trucks,29998.0,4D Crew Cab
Kia,Soul,2020,2WD,4,132,Gas,Tan,Orange,147,25321,33,27,Georgia,Automatic,Compact,"Sport Utilities,Wagons",20998.0,4D Wagon
Lexus,ES 350,2021,2WD,6,267,Gas,Black,Gray,302,288,32,22,Tennessee,Automatic,Mid-size,Sedans,50998.0,4D Sedan
Lexus,GX 460,2017,4WD,8,329,Gas,Black,Gray,301,31942,18,15,Kentucky,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",42998.0,4D Sport Utility
Volkswagen,Jetta,2015,2WD,4,184,Turbo Gas,Black,Black,170,65173,37,25,Kentucky,Automatic,Mid-size,Sedans,16998.0,4D Sedan
Toyota,4Runner,2016,4WD,6,278,Gas,Tan,White,270,51080,21,17,Kentucky,Automatic,Mid-size,Sport Utilities,34998.0,4D Sport Utility
Ford,Taurus,2015,2WD,6,254,Gas,Black,Gray,288,74810,29,19,Kentucky,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Nissan,Sentra,2018,2WD,4,125,Gas,Black,Black,124,53515,37,29,Kentucky,Automatic,Compact,Sedans,18998.0,4D Sedan
GMC,Terrain,2020,2WD,4,203,Turbo Gas,Black,Black,170,7138,30,26,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Ford,Explorer,2018,4WD,6,255,Gas,Black,Black,290,16032,22,16,Illinois,Automatic,Mid-size,Sport Utilities,34998.0,4D Sport Utility
Volkswagen,Atlas,2019,4WD,6,266,Gas,Black,White,276,25490,23,17,Illinois,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",36998.0,4D Sport Utility
Nissan,Versa Note,2018,2WD,4,107,Gas,Black,White,109,52159,39,31,Illinois,Automatic,Compact,Sedans,15998.0,4D Hatchback
Kia,K5,2021,2WD,4,,,Black,Blue,,4126,,,Illinois,Automatic,,Sedans,30998.0,4D Sedan
Honda,Civic,2015,2WD,4,129,Gas,Tan,White,143,86388,39,30,Georgia,Automatic,Compact,Sedans,16998.0,4D Sedan
GMC,Acadia,2018,2WD,6,271,Gas,Gray,White,310,65810,26,21,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Nissan,Rogue,2015,4WD,4,175,Gas,Black,Gray,170,86500,32,25,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Jeep,Wrangler,2017,4WD,6,260,Gas,Black,White,285,40988,21,16,Tennessee,Automatic,Compact,Sport Utilities,35998.0,4D Sport Utility
Ford,Fusion Hybrid,2019,2WD,4,129,Hybrid,Black,Gray,188,59981,41,43,Tennessee,Automatic,Mid-size,"Sedans,Hybrids",20998.0,4D Sedan
Toyota,Sienna,2017,2WD,6,263,Gas,Black,Gray,296,85788,27,19,Georgia,Automatic,Mid-size,Minivans and Vans,29998.0,4D Pass Van
Kia,Sorento,2014,2WD,4,181,Gas,Black,Black,191,112700,26,20,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",15998.0,4D Sport Utility
Dodge,Durango,2018,4WD,6,260,Gas,Black,Red,293,33071,25,18,Georgia,Automatic,Full-size,Sport Utilities,28998.0,4D Sport Utility
Chevrolet,Colorado,2018,2WD,6,275,Gas,Black,Red,308,65161,26,20,Georgia,Automatic,Compact,Pickup Trucks,30998.0,4D Crew Cab
GMC,Terrain,2016,4WD,4,172,Gas,Black,Silver,182,44157,29,20,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Ford,F150,2017,4WD,6,470,Turbo Gas,Black,Gold,375,80522,21,15,Indiana,Automatic,Full-size,Pickup Trucks,39998.0,4D Crew Cab
Chevrolet,Spark,2021,2WD,4,94,Gas,Black,Black,98,10484,,,Indiana,Automatic,Compact,Sedans,17998.0,4D Hatchback
Nissan,370Z,2017,2WD,6,270,Gas,Black,Blue,332,6912,,,Georgia,Automatic,Compact,"Coupes,Sports Cars",34998.0,2D Coupe
Ford,Edge,2018,2WD,6,250,Gas,Tan,Gold,280,15879,29,20,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
GMC,Sierra 1500 Limited,2019,4WD,8,383,Gas,Gray,Blue,355,15372,21,15,Georgia,Automatic,,Pickup Trucks,39998.0,4D Extended Cab
Nissan,Rogue,2018,4WD,4,,,Black,Black,,45771,,,Georgia,Automatic,Compact,Sport Utilities,22998.0,4D Sport Utility
Honda,Accord,2020,2WD,4,192,Turbo Gas,Black,Silver,192,2737,38,30,Georgia,Automatic,Mid-size,Sedans,27998.0,4D Sedan
Cadillac,ATS,2018,2WD,4,295,Turbo Gas,Gray,White,272,37449,31,22,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",25998.0,4D Sedan
Lincoln,MKC,2016,4WD,4,270,Turbo Gas,Black,White,240,33701,26,19,Indiana,Automatic,,Sport Utilities,27998.0,4D Sport Utility
Toyota,Camry Hybrid,2017,2WD,4,156,Hybrid,Tan,Black,200,56094,37,40,Kentucky,Automatic,Mid-size,"Sedans,Hybrids",22998.0,4D Sedan
Honda,Accord,2019,2WD,4,192,Turbo Gas,Black,White,192,23813,38,30,Indiana,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Toyota,Tundra,2020,2WD,8,,,Gray,Silver,,25846,,,Florida,Automatic,Full-size,Pickup Trucks,42998.0,4D Crew Cab
Ford,F150,2016,2WD,6,253,Gas,Gray,Gray,282,74620,25,18,Florida,Automatic,Full-size,Pickup Trucks,30998.0,4D Crew Cab
Ford,F150,2018,4WD,6,470,Turbo Gas,Brown,White,375,90742,22,16,Georgia,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Kia,Sportage,2017,2WD,4,175,Gas,Black,Red,181,17108,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
GMC,Yukon XL 1500,2020,2WD,8,460,Gas,Black,Silver,420,48573,,,Georgia,Automatic,Full-size,Sport Utilities,58998.0,4D Sport Utility
Jaguar,F-Pace,2017,4WD,4,318,Turbo Diesel,Tan,Red,180,49166,33,26,Georgia,Automatic,Mid-size,"Sport Utilities,Diesel Engines",35998.0,4D Sport Utility
Ford,Bronco Sport,2021,4WD,4,190,Turbo Gas,Gray,Gray,181,1510,28,25,Georgia,Automatic,,Sport Utilities,38998.0,4D Sport Utility
Toyota,Corolla,2020,2WD,4,126,Gas,Black,Gray,139,59611,38,30,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Lexus,ES 350,2017,2WD,6,248,Gas,White,Silver,268,50461,30,21,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",27998.0,4D Sedan
Mercedes-Benz,C300,2016,2WD,4,273,Turbo Gas,Black,Silver,241,50307,34,25,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans",26998.0,4D Sedan
Ram,1500,2017,2WD,8,410,Gas,Gray,White,395,44700,25,17,Georgia,Automatic,,Pickup Trucks,28998.0,2D Regular Cab
Mitsubishi,Eclipse Cross,2018,4WD,4,184,Turbo Gas,Black,Blue,152,9960,26,25,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Jeep,Wrangler,2018,4WD,6,295,Gas,Black,Silver,270,37586,23,17,Kentucky,Automatic,Compact,Sport Utilities,39998.0,4D Sport Utility
Jeep,Grand Cherokee SRT-8,2012,4WD,8,,,Black,Black,,78053,,,Georgia,Automatic,Mid-size,Sport Utilities,40998.0,4D Sport Utility
Cadillac,XTS,2017,4WD,6,264,Gas,Black,Gray,304,52711,26,17,Georgia,Automatic,Full-size,"Luxury Vehicles,Sedans",28998.0,4D Sedan
Chevrolet,Silverado 1500,2014,2WD,6,305,Gas,Black,Blue,285,92337,24,18,Illinois,Automatic,Full-size,Pickup Trucks,28998.0,4D Crew Cab
Chevrolet,Silverado 1500,2015,4WD,6,305,Gas,Gray,Gray,285,107590,22,17,Illinois,Automatic,Full-size,Pickup Trucks,27998.0,4D Crew Cab
Dodge,Charger SRT-8,2012,2WD,8,,,Black,Gray,,95469,,,Georgia,Automatic,Full-size,"Sedans,Sports Cars",29998.0,4D Sedan
Ford,F150,2019,4WD,8,400,Gas,Black,Blue,395,27942,22,16,Georgia,Automatic,Full-size,Pickup Trucks,39998.0,4D Crew Cab
Toyota,Prius c,2014,2WD,4,82,Hybrid,Gray,Silver,99,74408,46,53,Georgia,Automatic,Compact,"Sedans,Hybrids",16998.0,4D Hatchback
Kia,Soul,2020,2WD,4,132,Gas,Black,Silver,147,55758,33,27,Georgia,Automatic,Compact,"Sport Utilities,Wagons",17998.0,4D Wagon
Hyundai,Sonata,2021,2WD,4,195,Turbo Gas,Black,Silver,180,5669,37,27,Georgia,Automatic,Mid-size,Sedans,32998.0,4D Sedan
Nissan,Rogue,2017,4WD,4,175,Gas,Black,White,170,47847,32,25,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Toyota,Camry,2019,2WD,4,186,Gas,Black,Silver,206,31267,39,28,Georgia,Automatic,Mid-size,Sedans,28998.0,4D Sedan
Chevrolet,Cruze,2017,2WD,4,177,Turbo Gas,Gray,Blue,153,41390,40,30,Georgia,Automatic,Compact,Sedans,17998.0,4D Sedan
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Black,124,28576,37,29,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Chevrolet,Cruze,2017,2WD,4,177,Turbo Gas,Black,Red,153,38867,38,29,Georgia,Automatic,Compact,Sedans,17998.0,4D Hatchback
Nissan,Sentra,2018,2WD,4,125,Gas,Black,Gray,124,55558,37,29,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Kia,Sportage,2017,2WD,4,175,Gas,Gray,White,181,21386,30,23,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Toyota,Corolla,2018,2WD,4,128,Gas,Black,Blue,132,36082,35,28,Georgia,Automatic,Compact,Sedans,20998.0,4D Sedan
Ford,Fusion,2017,2WD,4,,Turbo Gas,Black,Red,,78044,,,Kentucky,Automatic,Mid-size,Sedans,19998.0,4D Sedan
Jeep,Grand Cherokee,2018,4WD,6,260,Gas,Brown,White,295,52053,25,18,Kentucky,Automatic,Mid-size,Sport Utilities,35998.0,4D Sport Utility
Ford,Escape,2015,4WD,4,184,Turbo Gas,White,Black,173,43765,29,22,Kentucky,Automatic,Compact,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Honda,Fit,2020,2WD,4,113,Gas,Black,Black,128,22329,,,Illinois,Automatic,Compact,"Sedans,Wagons",22998.0,4D Hatchback
BMW,M4,2018,2WD,6,,,Black,Silver,,23547,,,Georgia,Automatic,Mid-size,"Convertibles,Luxury Vehicles,Coupes,Sports Cars",59998.0,2D Coupe
Ford,Bronco Sport,2021,2WD,4,,,Black,Black,,3214,,,Georgia,Automatic,,Sport Utilities,40998.0,4D Sport Utility
Ford,Fusion,2020,2WD,4,185,Turbo Gas,Black,Gray,181,8240,34,23,Tennessee,Automatic,Mid-size,Sedans,23998.0,4D Sedan
Nissan,Murano,2020,2WD,6,240,Gas,Black,Black,260,21551,28,20,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities,Wagons",27998.0,4D Sport Utility
BMW,640,2018,4WD,6,330,Turbo Gas,Brown,Blue,315,26640,28,19,Tennessee,Automatic,Full-size,"Luxury Vehicles,Sedans",49998.0,4D Sedan
Chevrolet,Malibu,2016,2WD,4,184,Turbo Gas,Black,Blue,160,19115,37,27,Tennessee,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Mercedes-Benz,S550,2014,4WD,8,516,Turbo Gas,Gray,Silver,449,57617,,,Georgia,Automatic,Full-size,"Luxury Vehicles,Sedans",43998.0,4D Sedan
Porsche,Macan,2015,4WD,6,339,Turbo Gas,Black,Black,340,57724,23,17,Georgia,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",39998.0,4D Sport Utility
Cadillac,XT6,2020,2WD,6,271,Gas,Black,Brown,310,5548,25,18,Georgia,Automatic,,"Luxury Vehicles,Sport Utilities",55998.0,4D Sport Utility
GMC,Terrain,2018,4WD,4,240,Turbo Diesel,Black,Black,137,26966,38,28,Indiana,Automatic,Compact,"Crossovers,Sport Utilities,Diesel Engines",33998.0,4D Sport Utility
Ford,Escape,2018,4WD,4,275,Turbo Gas,Gray,Blue,245,59585,27,20,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Toyota,4Runner,2021,4WD,6,,,Black,Blue,,9530,,,Indiana,Automatic,Mid-size,Sport Utilities,45998.0,4D Sport Utility
Hyundai,Elantra,2013,2WD,4,131,Gas,Gray,Gray,148,56811,38,28,Indiana,Automatic,Compact,Sedans,16998.0,4D Sedan
Nissan,Rogue,2018,2WD,4,175,Gas,Black,Silver,170,51904,33,26,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Lincoln,Nautilus,2019,2WD,4,275,Turbo Gas,White,Silver,245,28166,26,21,Georgia,Automatic,,Sport Utilities,41998.0,4D Sport Utility
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Silver,124,43998,37,29,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Nissan,Frontier,2019,2WD,6,281,Gas,Black,Gray,261,16518,23,16,Georgia,Automatic,Compact,Pickup Trucks,26998.0,4D Extended Cab
Kia,Soul,2016,2WD,4,118,Gas,Black,Black,130,52302,30,24,Georgia,Manual 6 Speed,Compact,"Sport Utilities,Wagons",16998.0,4D Wagon
Toyota,Corolla,2019,2WD,4,128,Gas,Black,Black,132,12843,35,28,Indiana,Automatic,Compact,Sedans,24998.0,4D Sedan
Jeep,Renegade,2017,4WD,4,175,Gas,Black,Silver,180,95183,29,21,Kentucky,Automatic,,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Jeep,Cherokee,2019,4WD,4,171,Gas,Black,Gray,180,34693,29,21,Indiana,Automatic,Mid-size,Sport Utilities,25998.0,4D Sport Utility
Subaru,Outback,2015,4WD,4,174,Gas,Black,Gray,175,53656,33,25,Indiana,Automatic,Mid-size,"Sport Utilities,Wagons",22998.0,4D Wagon
Nissan,Armada,2019,2WD,8,,,Tan,Blue,,34336,,,Florida,Automatic,Full-size,Sport Utilities,47998.0,4D Sport Utility
Lexus,NX 300h,2020,4WD,4,152,Hybrid,Red,Gray,194,19948,30,33,Florida,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities,Hybrids",41998.0,4D Sport Utility
Ford,Explorer,2018,4WD,6,350,Turbo Gas,Black,Gray,365,53134,22,16,Georgia,Automatic,Mid-size,Sport Utilities,34998.0,4D Sport Utility
Kia,Soul,2016,2WD,4,151,Gas,Black,Red,164,28461,31,24,Georgia,Automatic,Compact,"Sport Utilities,Wagons",16998.0,4D Wagon
Nissan,Pathfinder,2020,2WD,6,259,Gas,Black,Gray,284,20615,27,20,Georgia,Automatic,Mid-size,Sport Utilities,38998.0,4D Sport Utility
Hyundai,Sonata,2018,2WD,4,178,Gas,Gray,Blue,185,21048,35,25,Georgia,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Toyota,Corolla,2016,2WD,4,128,Gas,Black,Silver,132,46649,,,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Toyota,Corolla,2018,2WD,4,128,Gas,Gray,Black,132,36278,36,28,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Honda,Odyssey,2016,2WD,6,250,Gas,Gray,Silver,248,54618,28,19,Georgia,Automatic,Mid-size,Minivans and Vans,23998.0,4D Pass Ext Van
Honda,CR-V,2018,2WD,4,180,Gas,Black,Gray,184,31155,32,26,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Mazda,Mazda3,2016,2WD,4,150,Gas,Black,Black,155,44312,41,30,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Ram,1500,2019,4WD,8,410,Gas,Gray,White,395,34430,24,19,Kentucky,Automatic,,Pickup Trucks,41998.0,4D Crew Cab
Kia,Forte,2020,2WD,4,132,Gas,Black,White,147,5169,,,Indiana,Automatic,Compact,Sedans,22998.0,4D Sedan
Ram,1500,2019,4WD,6,269,Hybrid,Black,Black,305,15407,24,19,Illinois,Automatic,,Pickup Trucks,41998.0,4D Crew Cab
Toyota,Tacoma,2017,4WD,6,265,Gas,Black,Gray,278,20573,23,18,Illinois,Automatic,Mid-size,Pickup Trucks,40998.0,4D Crew Cab
Nissan,Titan,2017,2WD,8,394,Gas,Tan,Red,390,60611,21,15,Georgia,Automatic,Full-size,Pickup Trucks,33998.0,4D Crew Cab
Toyota,Tundra,2017,4WD,8,401,Gas,Black,Blue,381,53107,17,13,Illinois,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Dodge,Journey,2018,4WD,6,260,Gas,Black,Black,283,59859,24,16,Illinois,Automatic,Mid-size,Sport Utilities,21998.0,4D Sport Utility
Toyota,4Runner,2020,4WD,6,278,Gas,Black,White,270,10624,19,16,Florida,Automatic,Mid-size,Sport Utilities,53998.0,4D Sport Utility
Mercedes-Benz,GLE63 AMG Coupe,2017,4WD,8,561,Turbo Gas,Black,Gray,577,44308,18,14,Florida,Automatic,,Sport Utilities,67998.0,4D Sport Utility
Toyota,RAV4,2017,4WD,4,172,Gas,Black,White,176,38294,,,Florida,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Chevrolet,Malibu,2019,2WD,4,184,Turbo Gas,Black,Silver,160,46497,36,29,Georgia,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Ford,Edge,2019,2WD,4,280,Turbo Gas,Black,Gray,250,38077,29,22,Georgia,Automatic,Mid-size,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Dodge,Grand Caravan,2020,2WD,6,260,Gas,Gray,Silver,283,22962,,,Indiana,Automatic,Full-size,Minivans and Vans,27998.0,4D Pass Van
Honda,Civic,2015,2WD,4,129,Gas,Tan,Red,143,55978,39,30,Georgia,Automatic,Compact,Sedans,18998.0,4D Sedan
Nissan,Sentra,2018,2WD,4,125,Gas,Black,White,124,42010,37,29,Georgia,Automatic,Compact,Sedans,17998.0,4D Sedan
Kia,Soul,2017,2WD,4,150,Gas,Black,Silver,161,44977,30,25,Georgia,Automatic,Compact,"Sport Utilities,Wagons",17998.0,4D Wagon
Ford,Escape,2018,2WD,4,,,Tan,Gold,,46951,,,Georgia,Automatic,Compact,Sport Utilities,19998.0,4D Sport Utility
Volkswagen,Passat,2020,2WD,4,207,Turbo Gas,Black,Gray,174,17313,34,23,Kentucky,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Ford,Taurus,2019,2WD,6,254,Gas,Black,Red,288,43413,26,18,Kentucky,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Subaru,Outback,2019,4WD,4,174,Gas,Black,Brown,175,31425,32,25,Illinois,Automatic,Mid-size,"Sport Utilities,Wagons",30998.0,4D Wagon
Mitsubishi,Outlander,2020,4WD,4,162,Gas,Black,Gray,166,42898,,,Illinois,Automatic,Mid-size,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Honda,Ridgeline,2019,4WD,6,262,Gas,Gray,Blue,280,19490,25,18,Illinois,Automatic,Mid-size,Pickup Trucks,36998.0,4D Crew Cab
Subaru,Outback,2019,4WD,6,247,Gas,Brown,Black,256,46492,27,20,Illinois,Automatic,Mid-size,"Sport Utilities,Wagons",31998.0,4D Wagon
Ram,1500,2021,2WD,6,269,Gas,Gray,White,305,613,,,Georgia,Automatic,,Pickup Trucks,37998.0,4D Extended Cab
Ford,F150,2015,4WD,8,387,Gas,Red,Red,385,90488,21,15,Georgia,Automatic,Full-size,Pickup Trucks,40998.0,4D Crew Cab
Chevrolet,Malibu,2019,2WD,4,184,Turbo Gas,Black,White,160,13367,36,29,Georgia,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Chevrolet,Trax,2021,4WD,4,148,Turbo Gas,Black,Gray,138,9737,,,Georgia,Automatic,,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Ram,1500,2018,2WD,8,410,Gas,Gray,Gray,395,66864,25,17,Georgia,Automatic,,Pickup Trucks,25998.0,2D Regular Cab
Lincoln,Nautilus,2019,2WD,4,275,Turbo Gas,Gray,Blue,245,30694,26,21,Tennessee,Automatic,,Sport Utilities,41998.0,4D Sport Utility
Ford,F150,2018,4WD,8,400,Gas,Gray,Blue,395,20780,22,16,Tennessee,Automatic,Full-size,Pickup Trucks,43998.0,4D Crew Cab
Nissan,Maxima,2016,2WD,6,261,Gas,Black,Brown,300,41397,30,22,Tennessee,Automatic,Mid-size,Sedans,28998.0,4D Sedan
Ram,1500,2018,4WD,6,269,Gas,Black,Gray,305,17249,23,16,Tennessee,Automatic,,Pickup Trucks,31998.0,4D Crew Cab
Ford,Explorer,2014,4WD,6,255,Gas,Black,Green,290,87608,23,17,Georgia,Automatic,Mid-size,Sport Utilities,21998.0,4D Sport Utility
Ram,1500,2018,2WD,6,269,Gas,Gray,Silver,305,105179,25,17,Florida,Automatic,,Pickup Trucks,25998.0,4D Extended Cab
Toyota,4Runner,2021,4WD,6,,,Black,Gray,,3316,,,Georgia,Automatic,Mid-size,Sport Utilities,49998.0,4D Sport Utility
Chevrolet,Traverse,2015,4WD,6,266,Gas,Brown,Silver,281,68743,23,16,Indiana,Automatic,Mid-size,Sport Utilities,25998.0,4D Sport Utility
Toyota,Tundra,2018,4WD,8,401,Gas,Gray,Silver,381,27402,17,13,Indiana,Automatic,Full-size,Pickup Trucks,43998.0,4D Crew Cab
Ram,1500,2018,2WD,8,410,Gas,Brown,White,395,26383,25,17,Georgia,Automatic,,Pickup Trucks,35998.0,4D Crew Cab
Honda,Fit,2015,2WD,4,114,Gas,Black,Gray,130,54318,38,32,Colorado,Automatic,Compact,"Sedans,Wagons",16998.0,4D Hatchback
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Gray,124,51408,37,29,Indiana,Automatic,Compact,Sedans,18998.0,4D Sedan
Kia,Sedona,2017,2WD,6,248,Gas,Tan,Black,276,39794,24,18,Indiana,Automatic,Mid-size,Minivans and Vans,27998.0,4D Pass Ext Van
Jeep,Wrangler,2021,4WD,6,260,Gas,Black,White,285,3238,,,Georgia,Manual 6 Speed,Compact,Sport Utilities,41998.0,2D Sport Utility
Ford,F150,2018,4WD,6,510,Turbo Gas,Black,Silver,450,91996,18,15,Georgia,Automatic,Full-size,Pickup Trucks,55998.0,4D Crew Cab
Volkswagen,Tiguan,2019,4WD,4,221,Turbo Gas,Gray,White,184,2551,29,21,Georgia,Automatic,Compact,"Luxury Vehicles,Sport Utilities",40998.0,4D Sport Utility
Jeep,Wrangler,2016,4WD,6,260,Gas,Black,Black,285,48356,21,16,Georgia,Manual 6 Speed,Compact,Sport Utilities,37998.0,4D Sport Utility
Toyota,RAV4,2020,2WD,4,,,Black,Red,,23632,,,Georgia,Automatic,Compact,Sport Utilities,28998.0,4D Sport Utility
Kia,Soul,2020,2WD,4,132,Gas,Black,Red,147,2787,33,27,Georgia,Automatic,Compact,"Sport Utilities,Wagons",21998.0,4D Wagon
Mazda,CX-5,2018,2WD,4,186,Gas,Black,Silver,187,36925,31,25,Georgia,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Nissan,Pathfinder,2018,4WD,6,259,Gas,Black,White,284,31856,26,19,Georgia,Automatic,Mid-size,Sport Utilities,30998.0,4D Sport Utility
Volkswagen,Jetta,2018,2WD,4,184,Turbo Gas,Gray,White,150,35443,38,28,Georgia,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Ford,Edge,2018,4WD,4,275,Turbo Gas,Black,Red,245,40694,27,20,Indiana,Automatic,Mid-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Mazda,CX-5,2016,4WD,4,185,Gas,Black,Silver,184,51871,30,24,Indiana,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Toyota,Camry,2021,2WD,4,184,Gas,Black,Black,203,8880,,,Kentucky,Automatic,Mid-size,Sedans,33998.0,4D Sedan
Toyota,Highlander,2017,2WD,4,184,Gas,Gray,White,185,28164,24,20,Florida,Automatic,Mid-size,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Toyota,Camry Hybrid,2019,2WD,4,163,Hybrid,Black,White,208,37403,47,44,Illinois,Automatic,Mid-size,"Sedans,Hybrids",30998.0,4D Sedan
Honda,HR-V,2019,4WD,4,,,Gray,Silver,,14154,,,Florida,Automatic,,Sport Utilities,22998.0,4D Sport Utility
Ford,F150,2018,4WD,6,440,Turbo Diesel,Gray,Blue,250,30072,22,16,Georgia,Automatic,Full-size,"Pickup Trucks,Diesel Engines",52998.0,4D Crew Cab
Honda,Civic,2011,2WD,4,128,Gas,Gray,White,140,70217,36,25,Illinois,Automatic,Compact,Sedans,14599.0,4D Sedan
Toyota,Highlander,2016,4WD,6,248,Gas,Black,Silver,270,81363,24,18,Illinois,Automatic,Mid-size,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Cadillac,Escalade,2020,4WD,8,460,Gas,Black,Red,420,4337,21,14,Georgia,Automatic,Full-size,"Luxury Vehicles,Sport Utilities",84998.0,4D Sport Utility
Nissan,Pathfinder,2020,4WD,6,259,Gas,Black,Blue,284,46402,27,20,Georgia,Automatic,Mid-size,Sport Utilities,32998.0,4D Sport Utility
Nissan,Sentra,2019,2WD,4,125,Gas,Black,Black,124,4850,37,29,Georgia,Automatic,Compact,Sedans,20998.0,4D Sedan
Nissan,Frontier,2019,2WD,6,281,Gas,Gray,Black,261,46230,23,16,Georgia,Automatic,Compact,Pickup Trucks,27998.0,4D Crew Cab
Ford,Expedition,2019,2WD,6,470,Turbo Gas,Black,Black,375,39865,23,17,Georgia,Automatic,Full-size,Sport Utilities,49998.0,4D Sport Utility
